mean_x,std_x,mean_y,std_y,mean_z,std_z,Activity
0.7808482278000003,3.2042408497646035,-7.3756422581,8.106936265474982,-1.5397460829999998,6.318124951134484,not_hand_wash
0.15714919389999998,4.543996809372171,-8.688819547500001,16.005153895945714,-6.98675098278,6.546557148603142,not_hand_wash
-0.48453640276000004,3.468032374683955,-6.3577589134300005,14.559334221051227,-6.141237245729999,6.175221766335978,not_hand_wash
0.8663624012000001,4.233054345450028,-9.2195199058,13.029037404968227,-7.5904874652,5.645435403242548,not_hand_wash
0.19690653583,3.859223803717203,-6.356621263400001,12.559620356581851,-6.469103470069999,5.218114109638701,not_hand_wash
0.8409153179800001,3.9759982144553314,-9.0624066092,11.843184158065926,-7.5810989947,4.8953813268209885,not_hand_wash
-0.20731288018000002,3.072314854535811,-6.720843964600001,11.250052202020237,-6.103719279509999,4.702877109533893,not_hand_wash
0.43433680186,3.1816144567272695,-9.1567704287,13.325634413834566,-6.7057073983999995,3.8915519175644038,not_hand_wash
0.13270802971300003,2.927205735582097,-7.0919162707000005,11.743091036489812,-6.233565220300001,4.347124565783072,not_hand_wash
0.5377417466,2.750602006179087,-9.486899897000002,11.302641821523965,-6.5523183623,3.6306338479007496,not_hand_wash
0.11542796423000003,1.859913429720283,-6.845265200399999,11.204741535859457,-5.906369657,3.5028366175270733,not_hand_wash
0.41766747045999997,2.50917894314484,-8.787614048999998,10.262971885239102,-6.64446671,3.7174175747273015,not_hand_wash
0.35993551188300005,2.4575469375746315,-7.803237075769999,10.06350403833484,-5.883832506999999,4.008525571340273,not_hand_wash
0.54765714085,2.4003016570314877,-7.892439548399999,10.818970460608634,-6.73474698204,4.481448768709114,not_hand_wash
0.35525324707000006,2.7028912172766013,-8.001329108,10.355824249042561,-6.6128764518,4.716918870145634,not_hand_wash
0.09382488639,2.185466363864298,-7.33951331095,9.564660240842775,-6.343376885800001,4.3112487303093285,not_hand_wash
0.44195295324999995,2.941414401484856,-9.2158794694,11.130116417466805,-6.761798783000001,4.162378328098143,not_hand_wash
0.027482863430000008,2.441379402087382,-7.907216936699999,10.864250290215177,-6.299943195200001,4.400841966110224,not_hand_wash
-0.26221871276000003,2.2088946750975462,-7.77580205953,12.005767452922017,-6.315271306360001,5.558322406873054,not_hand_wash
-0.19978055666199995,1.926350345458066,-8.970809101599999,11.346546378420573,-6.2797651665,4.2963660905495535,not_hand_wash
