mean_x,std_x,mean_y,std_y,mean_z,std_z,Activity
-1.7813317125700001,1.782858867083854,-5.713738231749999,6.937187432618271,5.059394910099999,4.214098939341304,hand_wash
-2.10556945206,1.8981449557725791,-7.481538110700001,4.929980027925789,-3.2218401056930004,6.598878797024466,hand_wash
-1.3473541648079999,1.5481324140546526,-8.816054930999998,3.274774175081858,-3.4512950013000006,3.6248566067431183,hand_wash
-0.36005526218999995,1.2686550263062457,-5.510353161999999,2.860519111424486,-9.290711874,1.9467729689093287,hand_wash
0.16166381511999997,1.2004193595454917,-4.6197172449999995,3.3771024616121172,-9.62138023,2.6841400949001497,hand_wash
-0.51552795025,1.6358467368762981,-8.645481643,2.063941097072858,-4.3226150868,4.139108438220451,hand_wash
-0.283258956386,0.9609598345241643,-6.0626566255,3.155929566939617,-8.351744471069999,3.244424935221489,hand_wash
-2.69994142315,1.714236373828484,-5.210329080800001,1.620614593846048,-8.905413113,1.9702386204984565,hand_wash
-3.661374124999999,0.5666021902032359,-3.596505027,0.891446106116941,-9.567061189,0.9672296760154728,hand_wash
-3.321592691,0.8392329836138313,-4.7775011460000005,0.9004326542361771,-9.0032856,1.2585007616670314,hand_wash
-3.229995198000001,0.4939780760194543,-5.42203678,0.9669815124351201,-8.609819778999999,1.115926624743738,hand_wash
-5.412133376000002,1.2636882281127442,-6.0595072189999994,2.337931409971853,0.08944199924999985,4.580498852077033,hand_wash
-5.879305898,0.7744245626871428,-5.2064012559999995,2.089627751349256,3.912060829,1.3821852972378441,hand_wash
-3.4373679715000005,1.4733962699208596,-5.819789685,2.325540548363899,-7.937765322000001,3.397201144682995,hand_wash
-3.612228349299999,1.2926406880551682,-4.1093865114,1.8508861932245233,-9.339282852,1.6878239907879595,hand_wash
-4.297563181999999,1.883491233733023,-7.0152636699999995,2.0617657161096283,-1.5353751957020003,5.573539449698868,hand_wash
-5.363957634000001,1.9859466458349953,-4.366288269,3.2986876011651973,0.9960527072,5.865951769495766,hand_wash
-3.250807906,1.0737922190133558,-4.0609951120700005,2.2193208177075987,-9.516454435,1.3924343002506743,hand_wash
-3.0587752543,1.5674865895514412,-4.02012411502,3.5435158980451575,-9.170314240999998,2.7900895067274583,hand_wash
-6.159654927999998,1.029208362179246,-4.24488469088,2.3983320505978063,3.6065641005929994,2.4888476635875323,hand_wash
-2.9110743951,1.0633619999020352,-5.2048923646,3.145089889335848,-9.088081235,1.8807574304491346,hand_wash
-3.6995267920000003,1.2104115899707515,-6.615618711000001,2.118808321243518,-5.149902710999999,5.149109410711141,hand_wash
-4.080574381,0.8799090629989162,-5.951228358340001,2.3399240444463936,-3.6366934485999995,5.788052312873634,hand_wash
-4.593455822,1.7449471259025393,-4.97510222846,2.684428341822392,-3.8737405134,6.063569192438631,hand_wash
-5.290167033,1.3977497980074847,-7.043991942999998,3.3046887120382187,2.6714047968,1.1733246584654706,hand_wash
