1729836253378
1729836463938,1,3,-4.564907,0.91250247,7.423363
1729836463948,1,3,-4.5613146,0.8705896,7.4856334
1729836463958,1,3,-4.6690907,0.92328,7.174281
1729836463968,1,3,-4.6834607,0.9783655,7.067703
1729836463978,1,3,-4.653523,1.045426,7.204219
1729836463988,1,3,-4.6523256,1.0526111,7.2569094
1729836463998,1,3,-4.62119,1.0238708,7.3563023
1729836464008,1,3,-4.6475353,0.9556128,7.5862246
1729836464018,1,3,-4.7062135,0.96160036,7.68442
1729836464028,1,3,-4.8020144,0.8801697,7.5838294
1729836464038,1,3,-4.8403344,0.9508228,7.4640784
1729836464048,1,3,-4.877457,1.0442286,7.33834
1729836464058,1,3,-4.7720766,1.1220666,7.3371425
1729836464067,1,3,-4.7816563,1.040636,7.4544983
1729836464077,1,3,-4.714596,0.9460327,7.5119786
1729836464087,1,3,-4.736151,0.81550413,7.5850267
1729836464097,1,3,-4.643943,0.8849597,7.5359287
1729836464107,1,3,-4.655918,0.979563,7.3922276
1729836464117,1,3,-4.6571155,1.1999048,7.2904396
1729836464127,1,3,-4.567302,1.1184741,7.186256
1729836464137,1,3,-4.780459,1.1388317,7.198231
1729836464147,1,3,-4.839137,1.1029065,7.1658983
1729836464157,1,3,-4.9924183,1.0669812,7.1371584
1729836464167,1,3,-5.0331335,1.0921289,7.197034
1729836464177,1,3,-5.021158,1.111289,7.332352
1729836464187,1,3,-5.108577,1.1268567,7.266489
1729836464197,1,3,-5.170847,1.2789404,7.2078114
1729836464207,1,3,-5.205575,1.3232483,6.8485584
1729836464217,1,3,-5.3265233,1.3280383,6.815028
1729836464227,1,3,-5.518125,1.3735437,6.76593
1729836464237,1,3,-5.661826,1.3651612,6.5300207
1729836464247,1,3,-5.6558385,1.2885205,6.4809227
1729836464257,1,3,-5.6318884,1.0059083,6.212681
1729836464267,1,3,-5.351671,0.70772827,6.173163
1729836464277,1,3,-5.219945,0.18920654,5.7217016
1729836464287,1,3,-5.2007847,-0.7041357,5.154082
1729836464297,1,3,-5.1780324,-1.5459851,5.5468655
1729836464307,1,3,-5.52531,-2.1878502,6.4186525
1729836464317,1,3,-5.5360875,-2.7207422,7.260502
1729836464327,1,3,-5.50615,-2.9961693,7.3359447
1729836464337,1,3,-5.3408937,-3.1997461,6.9024463
1729836464347,1,3,-5.2654505,-3.67396,6.0893373
1729836464356,1,3,-5.0654664,-4.2643323,5.716912
1729836464366,1,3,-4.848717,-4.531377,5.4402866
1729836464376,1,3,-4.4487486,-5.2498827,5.071454
1729836464386,1,3,-4.1194334,-5.981561,5.5193224
1729836464396,1,3,-3.923042,-6.157595,5.943241
1729836464406,1,3,-3.1769934,-6.5910935,4.2152343
1729836464416,1,3,-2.699187,-7.7035804,2.1698878
1729836464426,1,3,-2.4716601,-8.899893,0.87178713
1729836464436,1,3,-2.5471032,-9.914184,1.275348
1729836464446,1,3,-2.8452833,-10.21835,3.102748
1729836464456,1,3,-3.2991395,-10.066267,5.5121374
1729836464466,1,3,-3.5673816,-10.033935,5.7923546
1729836464476,1,3,-3.7074902,-10.269844,4.7864466
1729836464486,1,3,-4.1613464,-10.15129,4.58287
1729836464496,1,3,-4.2667274,-9.200467,3.9709425
1729836464506,1,3,-3.805686,-8.02571,3.2296839
1729836464516,1,3,-3.05844,-6.42943,2.7303224
1729836464526,1,3,-2.2968237,-5.4175344,1.5567627
1729836464536,1,3,-1.8992505,-5.325326,0.8095166
1729836464546,1,3,-2.254911,-4.455934,1.1783496
1729836464556,1,3,-3.002157,-5.9372535,1.2741504
1729836464566,1,3,-4.1924815,-9.152567,2.6908045
1729836464576,1,3,-4.9301476,-12.92113,3.5697765
1729836464586,1,3,-4.790039,-15.021563,4.4415636
1729836464596,1,3,-4.0176454,-14.949712,4.0392003
1729836464606,1,3,-3.7027001,-12.558285,3.1255004
1729836464616,1,3,-3.439248,-10.539284,1.9974463
1729836464626,1,3,-3.0907726,-8.783734,2.1136048
1729836464636,1,3,-2.7159522,-8.103549,2.269281
1729836464645,1,3,-2.4357347,-7.6664577,2.7590625
1729836464655,1,3,-2.4141798,-6.5946865,3.2835717
1729836464665,1,3,-2.4201672,-4.714596,4.8570995
1729836464675,1,3,-2.494413,-3.2943494,6.444998
1729836464685,1,3,-2.6884093,-2.1686902,7.339537
1729836464695,1,3,-3.3386571,-0.08981323,8.284372
1729836464705,1,3,-3.5326538,1.5388,6.8796935
1729836464715,1,3,-2.6740394,0.5903723,3.3913476
1729836464725,1,3,-3.1578333,-1.607058,3.6751575
1729836464735,1,3,-3.473976,-4.2595425,4.4319835
1729836464745,1,3,-2.384242,-6.4378123,3.0380824
1729836464755,1,3,-1.6298108,-7.555089,3.004552
1729836464765,1,3,-1.8010547,-8.363408,3.0560448
1729836464775,1,3,-2.5147705,-9.4507475,1.6789087
1729836464785,1,3,-4.0511756,-11.04104,0.1580713
1729836464795,1,3,-4.92416,-13.976136,-2.8285182
1729836464805,1,3,-5.3480787,-15.813116,-3.742218
1729836464815,1,3,-5.1935997,-17.617764,-3.617677
1729836464825,1,3,-5.1061816,-17.44652,0.22273682
1729836464835,1,3,-4.453539,-15.110178,4.0200405
1729836464845,1,3,-2.806963,-13.572576,1.848955
1729836464855,1,3,-2.6225464,-12.85886,0.065863036
1729836464865,1,3,-3.2332764,-10.552456,2.4644752
1729836464875,1,3,-3.4512231,-7.916737,4.939728
1729836464885,1,3,-3.7721558,-4.287085,7.1934414
1729836464895,1,3,-3.6212695,-0.66821045,8.632848
1729836464905,1,3,-2.899171,2.3123913,7.728728
1729836464915,1,3,-2.2465284,4.2583447,6.321654
1729836464925,1,3,-1.7064514,4.8582973,5.428312
1729836464935,1,3,-1.1400293,4.0200405,4.352948
1729836464945,1,3,-1.6381934,0.91849,3.8775365
1729836464954,1,3,-3.98172,-2.0561242,5.619913
1729836464964,1,3,-5.2582655,-4.5517344,5.4331017
1729836464974,1,3,-4.731361,-6.3503942,3.0057495
1729836464984,1,3,-3.7517982,-5.583988,3.2727942
1729836464994,1,3,-2.2453308,-6.6330066,0.99992067
1729836465004,1,3,-2.5782385,-8.741821,0.6227051
1729836465014,1,3,-3.5841467,-11.934382,-0.17004639
1729836465024,1,3,-4.543352,-14.815591,-1.2789404
1729836465034,1,3,-5.036726,-16.790285,-2.8225305
1729836465044,1,3,-5.9863515,-19.095491,-4.179309
